time,edge_after,edge_before
2075.0,3122041,6774776
2081.0,3122041,6774776
2072.0,3122041,6774776
2064.0,3122041,6774776
2069.0,3122041,6774776
2071.0,3122041,6774776
2070.0,3122041,6774776
2070.0,3122041,6774776
2076.0,3122041,6774776
