time,edge_after,edge_before
63042.0,160999,234370180
63058.0,160999,234370180
62859.0,160999,234370180
62874.0,160999,234370180
62861.0,160999,234370180
63059.0,160999,234370180
63037.0,160999,234370180
62869.0,160999,234370180
62858.0,160999,234370180
